cap.shape,,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.color,ring.number,ring.type,spore.print.color,population,habitat,class
f,3,y,u,f,n,f,c,n,h,e,s,f,w,w,w,o,f,h,y,d,e
f,3,f,y,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,v,g,p
x,3,y,g,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,y,p,p
x,3,y,y,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,y,d,p
x,3,f,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,v,p,p
x,3,y,g,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,v,p,p
f,3,y,e,t,n,f,c,b,p,t,s,s,g,g,w,o,p,n,v,d,e
x,3,f,g,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,v,d,p
f,3,f,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,v,d,p
f,3,y,n,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,y,d,e
f,3,f,g,t,n,f,c,b,w,t,s,s,p,g,w,o,p,k,y,d,e
x,3,f,e,t,n,f,c,b,w,t,s,s,p,p,w,o,p,k,v,d,e
f,3,f,e,t,n,f,c,b,p,t,s,s,p,w,w,o,p,n,y,d,e
x,3,f,w,f,c,f,c,n,u,e,s,s,w,w,w,o,p,k,v,d,p
x,3,y,e,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d,p
x,3,f,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,v,p,p
x,3,y,n,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l,p
f,3,y,e,t,n,f,c,b,n,t,s,s,g,g,w,o,p,n,v,d,e
f,3,f,g,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,y,d,e
f,3,f,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,g,p
f,3,f,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,g,p
f,3,f,y,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,v,g,p
x,3,f,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,v,d,p
x,3,f,y,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,y,p,p
f,3,f,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,g,p
f,3,f,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,d,p
f,3,f,y,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,v,g,p
x,3,y,y,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,v,p,p
x,3,y,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,v,p,p
f,3,y,n,t,n,f,c,b,p,t,s,s,p,p,w,o,p,k,y,d,e
f,3,y,g,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,y,p,p
f,3,f,e,t,n,f,c,b,p,t,s,s,g,g,w,o,p,k,y,d,e
x,3,y,y,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,v,g,p
f,3,y,g,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,v,d,p
x,3,y,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,v,d,p
x,3,s,g,f,c,f,c,n,g,e,s,s,w,w,w,o,p,k,s,d,p
f,3,y,g,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,y,g,p
x,3,f,g,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,d,p
f,3,f,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,d,p
f,3,s,g,t,f,f,c,b,p,t,f,f,w,w,w,o,p,h,v,u,p
f,3,y,g,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,v,p,p
x,3,y,g,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,v,g,p
x,3,y,g,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,y,p,p
x,3,y,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,g,p
x,3,y,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,d,p
x,3,y,y,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,v,d,p
x,3,f,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,v,d,p
x,3,s,b,t,f,f,c,b,w,t,f,s,w,w,w,o,p,h,s,u,p
f,3,f,g,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,v,p,p
f,3,f,g,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,y,d,p
f,3,f,g,t,n,f,c,b,w,t,s,s,p,w,w,o,p,k,y,d,e
x,3,f,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,y,p,p
x,3,y,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,y,d,p
f,3,f,g,t,n,f,c,b,w,t,s,s,w,w,w,o,p,k,y,d,e
x,3,f,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,g,p
x,3,f,g,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,y,p,p
f,3,y,n,t,n,f,c,b,p,t,s,s,p,w,w,o,p,n,y,d,e
f,3,f,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,d,p
f,3,f,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,p,p
f,3,s,b,t,f,f,c,b,w,t,f,f,w,w,w,o,p,h,s,u,p
f,3,f,e,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,y,d,e
x,3,y,n,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d,p
x,3,f,g,f,c,f,w,n,n,e,s,s,w,w,w,o,p,k,v,d,p
x,3,f,p,f,c,f,w,n,n,e,s,s,w,w,w,o,p,n,v,d,p
f,3,f,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,y,p,p
x,3,f,y,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,v,g,p
x,3,f,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,y,d,p
f,3,f,g,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,y,d,p
x,3,f,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,g,p
x,3,f,y,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,y,g,p
f,3,s,g,t,f,f,c,b,h,t,s,s,w,w,w,o,p,h,v,u,p
f,3,f,y,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,y,g,p
f,3,f,y,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,v,d,p
x,3,y,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,p,p
x,3,f,y,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,v,p,p
x,3,f,g,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,y,d,p
f,3,f,y,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,v,g,p
f,3,f,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,v,d,p
f,3,f,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,v,d,p
x,3,f,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,d,p
f,3,y,g,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,v,d,p
x,3,y,y,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,d,p
f,3,f,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,g,p
f,3,y,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,v,d,p
x,3,f,y,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,y,g,p
f,3,y,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,y,p,p
x,3,f,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,g,p
f,3,f,g,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,v,g,p
x,3,y,g,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,v,d,p
x,3,f,y,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,v,p,p
x,3,y,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,y,d,p
f,3,y,g,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,d,p
x,3,f,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,p,p
k,3,y,n,f,n,f,w,n,w,e,f,f,w,n,w,o,e,w,v,l,e
f,3,f,g,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,y,p,p
x,3,y,g,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,d,p
x,3,f,g,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,p,p
f,3,s,p,t,n,f,c,b,e,e,s,s,w,w,w,t,e,w,c,w,e
x,3,y,g,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,y,d,p
x,3,f,y,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,v,d,p
x,3,f,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,d,p
f,3,f,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,p,p
f,3,f,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,g,p
x,3,f,y,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,y,p,p
f,3,f,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,p,p
x,3,y,g,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,y,g,p
f,3,y,y,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,y,g,p
f,3,f,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,v,g,p
f,3,f,y,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,y,g,p
f,3,y,g,t,n,f,c,b,w,t,s,s,p,w,w,o,p,n,y,d,e
f,3,y,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,d,p
x,3,y,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,p,p
f,3,f,g,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,v,g,p
x,3,f,y,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,v,d,p
f,3,f,g,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,v,g,p
f,3,y,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,v,g,p
f,3,y,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,g,p
f,3,y,g,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,g,p
f,3,y,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,p,p
f,3,y,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,g,p
k,3,y,n,f,n,f,c,n,w,e,k,y,w,n,w,o,e,w,v,d,p
f,3,f,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,y,d,p
x,3,y,g,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,g,p
f,3,y,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,y,g,p
x,3,y,g,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,d,p
x,3,y,g,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,y,g,p
x,3,y,g,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,y,g,p
f,3,y,e,t,n,f,c,b,w,t,s,s,g,p,w,o,p,k,y,d,e
x,3,f,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,v,p,p
f,3,f,g,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,v,g,p
x,3,y,y,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,y,g,p
f,3,s,b,t,f,f,c,b,w,t,s,s,w,w,w,o,p,h,s,u,p
f,3,f,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,v,p,p
x,3,y,g,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,v,g,p
x,3,s,e,t,n,f,c,b,e,e,s,s,w,e,w,t,e,w,c,w,e
f,3,y,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,d,p
x,3,y,y,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,y,p,p
f,3,y,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,v,d,p
x,3,f,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,g,p
b,3,y,w,t,n,f,w,n,w,e,s,s,w,w,w,o,p,w,c,l,p
f,3,s,b,t,f,f,c,b,h,t,s,s,w,w,w,o,p,h,v,u,p
f,3,y,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,y,d,p
f,3,y,g,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,v,p,p
f,3,y,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,v,p,p
f,3,f,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,d,p
x,3,y,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,v,d,p
f,3,y,g,t,n,f,c,b,n,t,s,s,g,p,w,o,p,n,v,d,e
f,3,y,e,t,n,f,c,b,n,t,s,s,p,g,w,o,p,k,v,d,e
x,3,y,b,t,n,f,c,b,e,e,s,s,w,e,w,t,e,w,c,w,e
f,3,f,y,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,y,g,p
f,3,y,g,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,y,g,p
f,3,y,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,v,g,p
x,3,y,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,y,g,p
f,3,y,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,y,g,p
x,3,y,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,d,p
f,3,y,g,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,v,d,p
f,3,y,g,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,y,p,p
x,3,f,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,v,g,p
f,3,f,y,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,g,p
f,3,f,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,v,g,p
f,3,f,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,v,g,p
f,3,f,g,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,v,g,p
f,3,f,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,d,p
f,3,y,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,v,p,p
f,3,f,y,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,y,d,p
f,3,y,g,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,v,d,p
f,3,f,y,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,y,p,p
x,3,s,b,t,n,f,c,b,e,e,s,s,w,w,w,t,e,w,c,w,e
x,3,y,y,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,y,g,p
f,3,f,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,d,p
f,3,f,y,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,v,g,p
x,3,f,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,g,p
x,3,y,n,f,y,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d,p
f,3,f,y,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,v,p,p
x,3,y,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,g,p
f,3,f,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,v,p,p
f,3,y,g,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,v,d,p
f,3,s,g,t,f,f,c,b,h,t,f,f,w,w,w,o,p,h,s,u,p
x,3,y,g,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,v,g,p
x,3,y,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,y,d,p
f,3,y,g,t,n,f,c,b,u,t,s,s,p,g,w,o,p,k,y,d,e
f,3,f,g,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,y,d,p
x,3,y,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,g,p
x,3,y,g,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,y,d,p
x,3,f,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,y,p,p
x,3,y,g,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,p,p
f,3,f,g,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,y,p,p
x,3,y,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,g,p
k,3,y,b,t,n,f,c,b,e,e,s,s,e,e,w,t,e,w,c,w,e
x,3,y,n,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d,p
x,3,y,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,p,p
f,3,y,g,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,v,d,p
f,3,f,g,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,g,p
f,3,y,y,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,y,g,p
x,3,f,y,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,y,d,p
x,3,f,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,y,g,p
x,3,y,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,y,g,p
x,3,y,y,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,v,p,p
f,3,y,g,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,y,p,p
f,3,f,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,p,p
f,3,f,g,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,v,p,p
f,3,y,n,t,n,f,c,b,p,t,s,s,w,p,w,o,p,k,y,d,e
x,3,y,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,v,p,p
f,3,y,g,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,v,g,p
f,3,f,g,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,p,p
x,3,y,g,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,v,d,p
x,3,y,y,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,v,d,p
x,3,f,y,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,y,d,p
f,3,f,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,y,d,p
f,3,f,c,f,n,f,w,n,w,e,s,f,w,n,w,o,e,w,v,l,e
f,3,f,y,f,n,f,c,n,w,e,k,y,w,y,w,o,e,w,v,d,p
x,3,s,g,t,f,f,c,b,p,t,f,s,w,w,w,o,p,h,v,g,p
x,3,f,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,d,p
f,3,y,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,d,p
x,3,y,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,g,p
x,3,y,g,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,y,d,p
f,3,y,g,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,y,d,p
f,3,f,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,y,g,p
x,3,f,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,v,d,p
f,3,f,y,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,v,p,p
f,3,f,g,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,y,p,p
f,3,f,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,p,p
f,3,f,y,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,v,p,p
x,3,y,g,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,v,d,p
f,3,f,g,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,v,d,p
x,3,y,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,y,d,p
x,3,y,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,v,d,p
x,3,f,y,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,v,g,p
f,3,f,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,y,p,p
f,3,f,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,g,p
x,3,f,y,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,y,g,p
x,3,y,u,f,n,f,c,n,h,e,s,f,w,w,w,o,f,h,v,d,e
f,3,y,b,t,n,f,c,b,e,e,s,s,e,e,w,t,e,w,c,w,e
f,3,y,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,d,p
x,3,y,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,v,g,p
f,3,f,g,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,y,d,p
f,3,y,g,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,v,g,p
x,3,f,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,y,g,p
f,3,f,g,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,v,d,p
f,3,y,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,g,p
f,3,y,y,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,y,g,p
f,3,s,w,t,n,f,c,b,g,e,s,s,w,w,w,t,p,r,v,m,p
x,3,y,y,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,v,d,p
x,3,f,y,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,d,p
f,3,f,g,t,n,f,c,b,u,t,s,s,g,g,w,o,p,n,v,d,e
x,3,y,u,f,n,f,c,n,u,e,s,f,w,w,w,o,f,h,v,d,e
f,3,f,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,g,p
x,3,y,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,d,p
f,3,y,g,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,v,d,p
x,3,y,y,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,y,p,p
x,3,f,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,v,d,p
f,3,y,g,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,y,g,p
x,3,f,y,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,y,p,p
f,3,f,e,t,n,f,c,b,w,t,s,s,w,g,w,o,p,n,v,d,e
x,3,y,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,y,d,p
f,3,f,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,d,p
f,3,f,g,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,v,g,p
x,3,y,g,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,y,p,p
f,3,f,g,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,y,d,p
x,3,f,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,v,p,p
x,3,f,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,g,p
f,3,y,g,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,v,d,p
f,3,y,g,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,d,p
x,3,f,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,v,d,p
f,3,f,y,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,g,p
f,3,f,y,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,y,d,p
x,3,f,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,v,g,p
f,3,y,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,y,d,p
f,3,f,g,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,y,d,p
f,3,f,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,v,g,p
f,3,f,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,v,d,p
x,3,y,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,v,d,p
x,3,y,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,v,d,p
x,3,y,y,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,v,g,p
x,3,y,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,d,p
f,3,y,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,d,p
x,3,y,y,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,y,d,p
f,3,f,g,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,v,p,p
f,3,f,y,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,y,g,p
f,3,f,y,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,y,d,p
f,3,y,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,v,p,p
f,3,y,g,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,y,g,p
f,3,f,g,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,y,g,p
f,3,f,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,v,d,p
x,3,f,g,f,c,f,c,n,u,e,s,s,w,w,w,o,p,k,s,d,p
f,3,s,b,t,f,f,c,b,w,t,f,f,w,w,w,o,p,h,v,g,p
f,3,f,e,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,v,d,e
f,3,y,g,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,g,p
x,3,y,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,y,d,p
x,3,y,y,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,v,p,p
f,3,f,y,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,y,p,p
x,3,f,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,v,p,p
x,3,f,y,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,v,g,p
x,3,y,g,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,v,p,p
x,3,f,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,d,p
f,3,f,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,d,p
x,3,y,y,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,g,p
f,3,y,n,t,n,f,c,b,n,t,s,s,p,p,w,o,p,n,y,d,e
x,3,f,y,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,v,p,p
f,3,f,g,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,y,d,p
f,3,f,y,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,y,g,p
x,3,y,y,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,v,p,p
f,1,y,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,g,p
x,1,s,w,t,f,f,c,b,h,t,f,f,w,w,w,o,p,h,s,u,p
f,1,y,e,t,n,f,c,b,w,e,s,s,w,w,w,t,e,w,c,w,e
x,1,y,u,f,n,f,c,n,w,e,s,f,w,w,w,o,f,h,y,d,e
x,1,f,y,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,y,p,p
x,1,y,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,p,p
f,1,f,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,y,g,p
f,1,f,g,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,y,p,p
x,1,y,y,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,y,p,p
f,1,f,y,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,v,g,p
x,1,f,y,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,y,d,p
x,1,y,g,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,y,g,p
f,1,f,y,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,y,p,p
